hhid,animalid,altitude,goats,sheep,cattle,donkeys,species,breed,sex,age,bdt,bsr,avaq,area,pathogen,landuse,result
0,55415,104,,,,,Goat,Cross,Male,Adult,BDT071233,BSR014030,AVAQ55415,Hola,rvf,Irrigated,negative
0,55387,103.7,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT071225,BSR014029,AVAQ55387,Hola,qfever,Irrigated,negative
0,55127,103.7,,,,,Goat,Cross,Female,Adult,BDT071253,BSR014033,AVAQ55127,Hola,brucella,Irrigated,negative
0,55418,105.8,,,,,Goat,Cross,Female,Weaner,BDT070477,BSR013528,AVAQ55418,Hola,qfever,Irrigated,negative
0,55415,104,,,,,Goat,Cross,Male,Adult,BDT071233,BSR014030,AVAQ55415,Hola,qfever,Irrigated,negative
0,55127,103.7,,,,,Goat,Cross,Female,Adult,BDT071253,BSR014033,AVAQ55127,Hola,qfever,Irrigated,negative
0,55387,103.7,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT071225,BSR014029,AVAQ55387,Hola,brucella,Irrigated,negative
0,55424,105.2,,,,,Sheep,Black Head Persian,Female,Adult,BDT070500,BSR013533,AVAQ55424,Hola,brucella,Irrigated,negative
0,55431,104.6,,,,,Goat,Cross,Female,Adult,BDT070463,BSR013552,AVAQ55431,Hola,qfever,Irrigated,negative
0,55658,104.1,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070480,BSR014025,AVAQ55658,Hola,qfever,Irrigated,negative
0,54544,105.3,,,,,Sheep,Cross,Female,Adult,BDT070498,BSR013532,AVAQ54544,Hola,brucella,Irrigated,negative
0,55387,103.7,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT071225,BSR014029,AVAQ55387,Hola,rvf,Irrigated,negative
0,55431,104.6,,,,,Goat,Cross,Female,Adult,BDT070463,BSR013552,AVAQ55431,Hola,rvf,Irrigated,negative
0,55658,104.1,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070480,BSR014025,AVAQ55658,Hola,rvf,Irrigated,positive
0,55408,104.9,,,,,Goat,Cross,Female,Weaner,BDT070475,BSR013525,AVAQ55408,Hola,brucella,Irrigated,negative
0,55408,104.9,,,,,Goat,Cross,Female,Weaner,BDT070475,BSR013525,AVAQ55408,Hola,rvf,Irrigated,negative
0,54544,105.3,,,,,Sheep,Cross,Female,Adult,BDT070498,BSR013532,AVAQ54544,Hola,qfever,Irrigated,negative
0,54544,105.3,,,,,Sheep,Cross,Female,Adult,BDT070498,BSR013532,AVAQ54544,Hola,rvf,Irrigated,negative
0,55424,105.2,,,,,Sheep,Black Head Persian,Female,Adult,BDT070500,BSR013533,AVAQ55424,Hola,rvf,Irrigated,negative
0,54016,105.5,,,,,Sheep,Black Head Persian,Male,Weaner,BDT070481,BSR013534,AVAQ54016,Hola,rvf,Irrigated,negative
0,55408,104.9,,,,,Goat,Cross,Female,Weaner,BDT070475,BSR013525,AVAQ55408,Hola,qfever,Irrigated,negative
0,53928,105.1,,,,,Sheep,Black Head Persian,Female,Adult,BDT070494,BSR013526,AVAQ53928,Hola,brucella,Irrigated,negative
0,55415,104,,,,,Goat,Cross,Male,Adult,BDT071233,BSR014030,AVAQ55415,Hola,brucella,Irrigated,negative
0,54016,105.5,,,,,Sheep,Black Head Persian,Male,Weaner,BDT070481,BSR013534,AVAQ54016,Hola,qfever,Irrigated,negative
0,55127,103.7,,,,,Goat,Cross,Female,Adult,BDT071253,BSR014033,AVAQ55127,Hola,rvf,Irrigated,positive
0,55424,105.2,,,,,Sheep,Black Head Persian,Female,Adult,BDT070500,BSR013533,AVAQ55424,Hola,qfever,Irrigated,negative
0,55418,105.8,,,,,Goat,Cross,Female,Weaner,BDT070477,BSR013528,AVAQ55418,Hola,brucella,Irrigated,negative
0,55418,105.8,,,,,Goat,Cross,Female,Weaner,BDT070477,BSR013528,AVAQ55418,Hola,rvf,Irrigated,negative
0,55140,104.4,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070467,BSR013531,AVAQ55140,Hola,qfever,Irrigated,positive
0,55140,104.4,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070467,BSR013531,AVAQ55140,Hola,brucella,Irrigated,negative
0,54016,105.5,,,,,Sheep,Black Head Persian,Male,Weaner,BDT070481,BSR013534,AVAQ54016,Hola,brucella,Irrigated,negative
0,55658,104.1,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070480,BSR014025,AVAQ55658,Hola,brucella,Irrigated,negative
0,55431,104.6,,,,,Goat,Cross,Female,Adult,BDT070463,BSR013552,AVAQ55431,Hola,brucella,Irrigated,negative
0,55140,104.4,,,,,Goat,"Galla Goat, Cross",Female,Adult,BDT070467,BSR013531,AVAQ55140,Hola,rvf,Irrigated,negative
0,53928,105.1,,,,,Sheep,Black Head Persian,Female,Adult,BDT070494,BSR013526,AVAQ53928,Hola,rvf,Irrigated,positive
0,53928,105.1,,,,,Sheep,Black Head Persian,Female,Adult,BDT070494,BSR013526,AVAQ53928,Hola,qfever,Irrigated,negative
3,58421,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071087,BSR014602,AVAQ58421,Hola,brucella,Irrigated,negative
3,56006,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071108,BSR014673,AVAQ56006,Hola,qfever,Irrigated,negative
3,58421,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071087,BSR014602,AVAQ58421,Hola,qfever,Irrigated,negative
3,56006,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071108,BSR014673,AVAQ56006,Hola,rvf,Irrigated,negative
3,56006,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071108,BSR014673,AVAQ56006,Hola,brucella,Irrigated,negative
3,58421,105.7,2,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071087,BSR014602,AVAQ58421,Hola,rvf,Irrigated,negative
4,65582,115.6,,,,,Cattle,Orma Boran,Female,Adult,BDT072807,BSR016094,AVAQ65582,Hola,rvf,Non Irrigated,negative
4,65582,115.6,,,,,Cattle,Orma Boran,Female,Adult,BDT072807,BSR016094,AVAQ65582,Hola,qfever,Non Irrigated,negative
4,65582,115.6,,,,,Cattle,Orma Boran,Female,Adult,BDT072807,BSR016094,AVAQ65582,Hola,brucella,Non Irrigated,negative
5,55742,84.1,20,10,20,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071242,BSR014058,AVAQ55742,Hola,qfever,Irrigated,positive
5,55742,84.1,20,10,20,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071242,BSR014058,AVAQ55742,Hola,rvf,Irrigated,negative
5,55742,84.1,20,10,20,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071242,BSR014058,AVAQ55742,Hola,brucella,Irrigated,negative
7,55902,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070317,BSR014631,AVAQ55902,Hola,brucella,Irrigated,negative
7,57370,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071269,BSR014671,AVAQ57370,Hola,qfever,Irrigated,negative
7,55981,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070313,BSR014670,AVAQ55981,Hola,rvf,Irrigated,negative
7,58501,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070348,BSR014652,AVAQ58501,Hola,qfever,Irrigated,negative
7,55852,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070309,BSR014666,AVAQ55852,Hola,qfever,Irrigated,negative
7,55921,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070321,BSR014636,AVAQ55921,Hola,brucella,Irrigated,negative
7,58493,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070312,BSR014665,AVAQ58493,Hola,brucella,Irrigated,negative
7,57370,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071269,BSR014671,AVAQ57370,Hola,rvf,Irrigated,negative
7,54222,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070497,BSR014163,AVAQ54222,Hola,qfever,Irrigated,negative
7,58408,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070311,BSR014632,AVAQ58408,Hola,rvf,Irrigated,negative
7,58486,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070326,BSR014650,AVAQ58486,Hola,brucella,Irrigated,negative
7,56076,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070314,BSR014625,AVAQ56076,Hola,qfever,Irrigated,negative
7,58493,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070312,BSR014665,AVAQ58493,Hola,rvf,Irrigated,negative
7,55921,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070321,BSR014636,AVAQ55921,Hola,qfever,Irrigated,positive
7,55902,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070317,BSR014631,AVAQ55902,Hola,rvf,Irrigated,negative
7,56182,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071278,BSR014657,AVAQ56182,Hola,rvf,Irrigated,negative
7,58491,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071277,BSR014651,AVAQ58491,Hola,rvf,Irrigated,negative
7,58491,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071277,BSR014651,AVAQ58491,Hola,qfever,Irrigated,positive
7,56067,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070351,BSR014635,AVAQ56067,Hola,brucella,Irrigated,negative
7,56067,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070351,BSR014635,AVAQ56067,Hola,qfever,Irrigated,negative
7,54123,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070327,BSR014630,AVAQ54123,Hola,rvf,Irrigated,negative
7,56058,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071272,BSR014656,AVAQ56058,Hola,rvf,Irrigated,negative
7,56058,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071272,BSR014656,AVAQ56058,Hola,qfever,Irrigated,negative
7,58501,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070348,BSR014652,AVAQ58501,Hola,rvf,Irrigated,negative
7,58436,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070345,BSR014655,AVAQ58436,Hola,qfever,Irrigated,negative
7,56062,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070329,BSR014642,AVAQ56062,Hola,qfever,Irrigated,negative
7,55874,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071279,BSR014672,AVAQ55874,Hola,qfever,Irrigated,negative
7,55852,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070309,BSR014666,AVAQ55852,Hola,brucella,Irrigated,negative
7,58486,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070326,BSR014650,AVAQ58486,Hola,rvf,Irrigated,positive
7,55852,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070309,BSR014666,AVAQ55852,Hola,rvf,Irrigated,negative
7,58408,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070311,BSR014632,AVAQ58408,Hola,qfever,Irrigated,positive
7,56182,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071278,BSR014657,AVAQ56182,Hola,qfever,Irrigated,negative
7,58486,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070326,BSR014650,AVAQ58486,Hola,qfever,Irrigated,negative
7,58501,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070348,BSR014652,AVAQ58501,Hola,brucella,Irrigated,negative
7,55921,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070321,BSR014636,AVAQ55921,Hola,rvf,Irrigated,negative
7,56076,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070314,BSR014625,AVAQ56076,Hola,brucella,Irrigated,positive
7,58436,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070345,BSR014655,AVAQ58436,Hola,rvf,Irrigated,negative
7,55981,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070313,BSR014670,AVAQ55981,Hola,qfever,Irrigated,negative
7,56182,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071278,BSR014657,AVAQ56182,Hola,brucella,Irrigated,negative
7,54222,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070497,BSR014163,AVAQ54222,Hola,brucella,Irrigated,negative
7,54123,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070327,BSR014630,AVAQ54123,Hola,qfever,Irrigated,negative
7,56067,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070351,BSR014635,AVAQ56067,Hola,rvf,Irrigated,negative
7,55981,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT070313,BSR014670,AVAQ55981,Hola,brucella,Irrigated,negative
7,58493,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070312,BSR014665,AVAQ58493,Hola,qfever,Irrigated,negative
7,56058,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071272,BSR014656,AVAQ56058,Hola,brucella,Irrigated,negative
7,55876,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070331,BSR014660,AVAQ55876,Hola,qfever,Irrigated,negative
7,58491,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT071277,BSR014651,AVAQ58491,Hola,brucella,Irrigated,negative
7,58408,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070311,BSR014632,AVAQ58408,Hola,brucella,Irrigated,negative
7,57370,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071269,BSR014671,AVAQ57370,Hola,brucella,Irrigated,negative
7,55876,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070331,BSR014660,AVAQ55876,Hola,rvf,Irrigated,negative
7,54222,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070497,BSR014163,AVAQ54222,Hola,rvf,Irrigated,negative
7,58436,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070345,BSR014655,AVAQ58436,Hola,brucella,Irrigated,negative
7,56095,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT070310,BSR014661,AVAQ56095,Hola,rvf,Irrigated,negative
7,56076,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070314,BSR014625,AVAQ56076,Hola,rvf,Irrigated,negative
7,55874,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071279,BSR014672,AVAQ55874,Hola,brucella,Irrigated,negative
7,56095,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT070310,BSR014661,AVAQ56095,Hola,brucella,Irrigated,negative
7,54123,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT070327,BSR014630,AVAQ54123,Hola,brucella,Irrigated,negative
7,55874,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Male,Adult,BDT071279,BSR014672,AVAQ55874,Hola,rvf,Irrigated,negative
7,56062,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070329,BSR014642,AVAQ56062,Hola,brucella,Irrigated,negative
7,56062,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070329,BSR014642,AVAQ56062,Hola,rvf,Irrigated,positive
7,55902,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070317,BSR014631,AVAQ55902,Hola,qfever,Irrigated,negative
7,55876,104.6,30,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT070331,BSR014660,AVAQ55876,Hola,brucella,Irrigated,negative
7,56095,104.6,30,0,0,0,Goat,Small East African Goat,Female,Adult,BDT070310,BSR014661,AVAQ56095,Hola,qfever,Irrigated,positive
18,56099,106.4,30,20,0,1,Goat,"Galla Goat, Cross",Female,Adult,BDT071098,BSR014584,AVAQ56099,Hola,qfever,Irrigated,negative
18,56099,106.4,30,20,0,1,Goat,"Galla Goat, Cross",Female,Adult,BDT071098,BSR014584,AVAQ56099,Hola,brucella,Irrigated,negative
18,56099,106.4,30,20,0,1,Goat,"Galla Goat, Cross",Female,Adult,BDT071098,BSR014584,AVAQ56099,Hola,rvf,Irrigated,positive
26,54790,102.2,,,,,Sheep,Black Head Persian,Female,Adult,BDT071236,BSR014069,AVAQ54790,Hola,qfever,Irrigated,negative
26,54790,102.2,,,,,Sheep,Black Head Persian,Female,Adult,BDT071236,BSR014069,AVAQ54790,Hola,brucella,Irrigated,negative
36,56024,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071083,BSR014596,AVAQ56024,Hola,qfever,Irrigated,negative
36,58490,115.2,5,15,0,0,Sheep,Black Head Persian,Male,Adult,BDT071070,BSR014597,AVAQ58490,Hola,rvf,Irrigated,positive
36,57372,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071080,BSR014595,AVAQ57372,Hola,brucella,Irrigated,negative
36,55841,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071092,BSR014599,AVAQ55841,Hola,rvf,Irrigated,negative
36,55841,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071092,BSR014599,AVAQ55841,Hola,qfever,Irrigated,negative
36,55900,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071103,BSR014653,AVAQ55900,Hola,brucella,Irrigated,negative
36,57372,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071080,BSR014595,AVAQ57372,Hola,qfever,Irrigated,negative
36,55953,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071102,BSR014644,AVAQ55953,Hola,qfever,Irrigated,negative
36,55900,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071103,BSR014653,AVAQ55900,Hola,rvf,Irrigated,negative
36,58496,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071093,BSR014598,AVAQ58496,Hola,rvf,Irrigated,negative
36,58503,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071084,BSR014648,AVAQ58503,Hola,qfever,Irrigated,negative
36,55953,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071102,BSR014644,AVAQ55953,Hola,rvf,Irrigated,negative
36,55953,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071102,BSR014644,AVAQ55953,Hola,brucella,Irrigated,negative
36,54124,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071073,BSR014591,AVAQ54124,Hola,brucella,Irrigated,negative
36,58159,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071101,BSR014639,AVAQ58159,Hola,rvf,Irrigated,negative
36,55841,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071092,BSR014599,AVAQ55841,Hola,brucella,Irrigated,negative
36,57372,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071080,BSR014595,AVAQ57372,Hola,rvf,Irrigated,positive
36,54124,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071073,BSR014591,AVAQ54124,Hola,qfever,Irrigated,negative
36,58503,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071084,BSR014648,AVAQ58503,Hola,rvf,Irrigated,negative
36,58496,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071093,BSR014598,AVAQ58496,Hola,brucella,Irrigated,negative
36,58503,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071084,BSR014648,AVAQ58503,Hola,brucella,Irrigated,negative
36,55900,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Weaner,BDT071103,BSR014653,AVAQ55900,Hola,qfever,Irrigated,negative
36,54124,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071073,BSR014591,AVAQ54124,Hola,rvf,Irrigated,negative
36,58159,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071101,BSR014639,AVAQ58159,Hola,qfever,Irrigated,negative
36,56024,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071083,BSR014596,AVAQ56024,Hola,rvf,Irrigated,negative
36,58159,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071101,BSR014639,AVAQ58159,Hola,brucella,Irrigated,negative
36,58490,115.2,5,15,0,0,Sheep,Black Head Persian,Male,Adult,BDT071070,BSR014597,AVAQ58490,Hola,qfever,Irrigated,negative
36,56024,115.2,5,15,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071083,BSR014596,AVAQ56024,Hola,brucella,Irrigated,negative
36,58496,115.2,5,15,0,0,Sheep,Black Head Persian,Female,Adult,BDT071093,BSR014598,AVAQ58496,Hola,qfever,Irrigated,negative
36,58490,115.2,5,15,0,0,Sheep,Black Head Persian,Male,Adult,BDT071070,BSR014597,AVAQ58490,Hola,brucella,Irrigated,negative
38,57308,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071089,BSR014578,AVAQ57308,Hola,qfever,Irrigated,negative
38,56172,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071085,BSR014593,AVAQ56172,Hola,rvf,Irrigated,negative
38,58184,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071068,BSR014643,AVAQ58184,Hola,rvf,Irrigated,negative
38,58451,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071091,BSR014590,AVAQ58451,Hola,qfever,Irrigated,negative
38,58166,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071078,BSR014594,AVAQ58166,Hola,brucella,Irrigated,negative
38,58500,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071065,BSR014633,AVAQ58500,Hola,brucella,Irrigated,negative
38,58500,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071065,BSR014633,AVAQ58500,Hola,qfever,Irrigated,negative
38,55964,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071079,BSR013820,AVAQ55964,Hola,qfever,Irrigated,negative
38,57317,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070346,BSR014576,AVAQ57317,Hola,qfever,Irrigated,negative
38,55964,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071079,BSR013820,AVAQ55964,Hola,brucella,Irrigated,negative
38,58184,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071068,BSR014643,AVAQ58184,Hola,brucella,Irrigated,negative
38,58166,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071078,BSR014594,AVAQ58166,Hola,qfever,Irrigated,positive
38,58166,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071078,BSR014594,AVAQ58166,Hola,rvf,Irrigated,positive
38,58451,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071091,BSR014590,AVAQ58451,Hola,rvf,Irrigated,negative
38,57308,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071089,BSR014578,AVAQ57308,Hola,rvf,Irrigated,negative
38,56394,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071090,BSR014592,AVAQ56394,Hola,brucella,Irrigated,negative
38,58451,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071091,BSR014590,AVAQ58451,Hola,brucella,Irrigated,negative
38,56172,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071085,BSR014593,AVAQ56172,Hola,qfever,Irrigated,negative
38,56394,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071090,BSR014592,AVAQ56394,Hola,qfever,Irrigated,positive
38,58500,104.3,16,0,0,0,Goat,Small East African Goat,Female,Weaner,BDT071065,BSR014633,AVAQ58500,Hola,rvf,Irrigated,negative
38,57317,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070346,BSR014576,AVAQ57317,Hola,rvf,Irrigated,negative
38,56394,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071090,BSR014592,AVAQ56394,Hola,rvf,Irrigated,negative
38,56172,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071085,BSR014593,AVAQ56172,Hola,brucella,Irrigated,negative
38,55964,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071079,BSR013820,AVAQ55964,Hola,rvf,Irrigated,negative
38,57308,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071089,BSR014578,AVAQ57308,Hola,brucella,Irrigated,negative
38,57317,104.3,16,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT070346,BSR014576,AVAQ57317,Hola,brucella,Irrigated,negative
41,58509,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071099,BSR014583,AVAQ58509,Hola,brucella,Irrigated,negative
41,58509,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071099,BSR014583,AVAQ58509,Hola,rvf,Irrigated,negative
41,57340,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT071064,BSR014629,AVAQ57340,Hola,rvf,Irrigated,negative
41,56020,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071104,BSR014589,AVAQ56020,Hola,rvf,Irrigated,negative
41,56367,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071069,BSR014585,AVAQ56367,Hola,qfever,Irrigated,negative
41,56020,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071104,BSR014589,AVAQ56020,Hola,brucella,Irrigated,negative
41,58423,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071094,BSR014579,AVAQ58423,Hola,brucella,Irrigated,negative
41,55840,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071061,BSR014659,AVAQ55840,Hola,qfever,Irrigated,negative
41,56020,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071104,BSR014589,AVAQ56020,Hola,qfever,Irrigated,negative
41,58423,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071094,BSR014579,AVAQ58423,Hola,qfever,Irrigated,negative
41,57340,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT071064,BSR014629,AVAQ57340,Hola,brucella,Irrigated,negative
41,57340,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Male,Weaner,BDT071064,BSR014629,AVAQ57340,Hola,qfever,Irrigated,negative
41,58509,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Adult,BDT071099,BSR014583,AVAQ58509,Hola,qfever,Irrigated,positive
41,56367,106.3,8,0,0,0,Goat,"Galla Goat, Cross",Female,Weaner,BDT071069,BSR014585,AVAQ56367,Hola,rvf,Irrigated,negative
